Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Kuwait,KWT,42.553308257457,42.5711416995737,42.5785895165628,42.584507251988,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Kyrgyz Republic,KGZ,50.4205593375255,50.4110910203053,50.4142849911515,50.4259864883748,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Lao PDR,LAO,50.1560330217375,50.1375038951792,50.1188437431879,50.1006003555705,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Late-demographic dividend,LTE,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Latin America & Caribbean,LCN,50.5567666664946,50.5634043603144,50.5700802005212,50.5769565089252,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Latin America & Caribbean (excluding high income),LAC,50.5051291388838,50.5136062784472,50.5222127886048,50.5308986362324,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Latvia,LVA,54.1033198221278,54.0863708471748,54.0734031160113,54.0626133454926,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Least developed countries: UN classification,LDC,50.1807158294665,50.1745925001406,50.1695082419686,50.1652083257581,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Lebanon,LBN,49.7685545967111,49.8212903024954,49.8383356712432,49.829490720455,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Lesotho,LSO,51.4991587163561,51.4761380781142,51.4484852908187,51.4171808040074,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Liberia,LBR,49.589343100084,49.5679076029709,49.5476243409635,49.5285167671334,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Libya,LBY,49.5054731001007,49.5604976376291,49.5902817170079,49.6031885237377,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Liechtenstein,LIE,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Lithuania,LTU,53.9495517434851,53.9370284509431,53.9280646827603,53.9212138215291,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Low & middle income,LMY,49.4164485105248,49.4182607126868,49.4207177286467,49.4241438320203,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Low income,LIC,50.2420816126977,50.2312930470831,50.2215657579099,50.2126447366479,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Lower middle income,LMC,49.0996620102027,49.1049635897707,49.110637972188,49.1165541220898,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Luxembourg,LUX,49.8111130128224,49.766126665034,49.743254870102,49.7354793135167,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,"Macao SAR, China",MAC,52.0331210021499,52.0227521844743,52.0013942296881,51.9736821299702,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Madagascar,MDG,50.1454521896437,50.1377550895391,50.1305938017336,50.1238500326564,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Malawi,MWI,50.4818020843303,50.470882034626,50.4612770187606,50.4522735725756,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Malaysia,MYS,48.3226085761841,48.3415249250463,48.3767498822898,48.4224102054602,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Maldives,MDV,43.4365185967696,43.2574406257817,43.1392995716574,43.0682171170806,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Mali,MLI,49.9903337050053,49.97481221695,49.9564582568515,49.9365936809719,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Malta,MLT,49.8380560174175,49.7986524034778,49.7770577189558,49.7693762164739,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Marshall Islands,MHL,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Mauritania,MRT,49.640775088001,49.6189510307085,49.6001976388313,49.5841035120148,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Mauritius,MUS,50.4711157268569,50.5001877783993,50.5367360472736,50.5786431098973,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Mexico,MEX,50.2129295235281,50.2106822126913,50.2088000617141,50.2072651633267,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,"Micronesia, Fed. Sts.",FSM,48.7862334453733,48.7640085385378,48.7454755633042,48.7300660855158,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Middle East & North Africa,MEA,48.3109885705361,48.2930787053998,48.2744287515423,48.2579763782118,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Middle East & North Africa (excluding high income),MNA,49.6354759585415,49.6379375815419,49.6402187173724,49.6425424082924,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Middle East & North Africa (IDA & IBRD),TMN,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Middle income,MIC,49.3105109360838,49.3124413543521,49.3149665509277,49.3184136909095,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Moldova,MDA,51.9572786565197,51.985302032782,52.0189612158519,52.0565108035796,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Monaco,MCO,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Mongolia,MNG,50.4868190680431,50.5090513431345,50.5324902792684,50.5572159383939,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Montenegro,MNE,50.6780732182172,50.6708409294098,50.6630797873947,50.6558150844621,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Morocco,MAR,50.520782227695,50.49243847081,50.4721570672747,50.4577457890822,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Mozambique,MOZ,51.2316599070462,51.1948866491515,51.1597454541361,51.1260366813252,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Myanmar,MMR,51.161532974842,51.1582509402675,51.1575275881723,51.1587708279366,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Namibia,NAM,51.4035344488169,51.374494850408,51.3508009533533,51.3306293613335,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Nauru,NRU,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Nepal,NPL,51.4822872900456,51.4770291813357,51.4567177808285,51.4269680971527,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Netherlands,NLD,50.2884495266757,50.2685384544065,50.2447824435206,50.2192078921748,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,New Caledonia,NCL,49.526180831692,49.5788087824878,49.6220951277782,49.6603137050286,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,New Zealand,NZL,50.8300417355885,50.8265044410507,50.8263287018295,50.8282267683313,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Nicaragua,NIC,50.7077323348072,50.7024390037674,50.6984226343939,50.6955313987178,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Niger,NER,49.9033998304163,49.8795093885836,49.8551729808702,49.8310144716297,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Nigeria,NGA,49.3499022282857,49.3376311353248,49.326259447423,49.3157759465452,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,North America,NAC,50.5166217860611,50.5039567523645,50.4920261682005,50.4807914533226,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,North Macedonia,MKD,50.0069975035023,50.0054776090717,50.0072725806428,50.0117982442678,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Northern Mariana Islands,MNP,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Norway,NOR,49.6547096663024,49.5977784421577,49.5463569736624,49.4994643555969,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,OECD members,OED,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Oman,OMN,35.1600107719133,34.6056065903732,34.1559723380364,33.8147879914185,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Other small states,OSS,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Pacific island small states,PSS,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Pakistan,PAK,48.6291746416603,48.6319607253867,48.633930413919,48.6355428285649,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Palau,PLW,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Panama,PAN,49.8590034835323,49.8757598923583,49.8914869400049,49.9063687732231,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Papua New Guinea,PNG,49.1298798736235,49.1288860732471,49.1286384095729,49.1289675414746,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Paraguay,PRY,49.2534629207692,49.2629997488589,49.2765398175442,49.2927418573751,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Peru,PER,50.0485296754487,50.0515298151895,50.0548320644059,50.0584437529451,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Philippines,PHL,49.6267060824156,49.6515580531455,49.6742477683828,49.6955645410581,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Poland,POL,51.6956716387447,51.7017438622396,51.7069030154273,51.7114351347505,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Portugal,PRT,52.6228772900571,52.6621471576111,52.6745188030828,52.6666088826588,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Post-demographic dividend,PST,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Pre-demographic dividend,PRE,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Puerto Rico,PRI,51.9370634376877,51.9346581390105,51.9310918107031,51.9262771450459,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Qatar,QAT,24.596500560136,24.7661200225231,24.9267111066822,25.0853203693128,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Romania,ROU,51.5349893492958,51.5439688378355,51.5509306651101,51.5561605072115,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Russian Federation,RUS,53.5419379004908,53.5311383340241,53.5263493737332,53.5264442606448,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Rwanda,RWA,50.9763321801212,50.9692669887194,50.9639300196987,50.9593666637763,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Samoa,WSM,48.4144352457832,48.408041529797,48.403321132769,48.4018472713294,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,San Marino,SMR,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Sao Tome and Principe,STP,50.2114559522166,50.2063438864684,50.201874372966,50.1980221727366,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Saudi Arabia,SAU,43.3006328522271,43.1258152227207,42.9297632467046,42.7422890510147,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Senegal,SEN,50.9181917783085,50.8933133155294,50.8704105582097,50.8490465180476,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Serbia,SRB,51.1280864490437,51.132954447924,51.1359387234345,51.1376255389452,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Seychelles,SYC,50.4443188000725,50.64576722665,50.7214862511215,50.7108357832843,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Sierra Leone,SLE,50.5104996139299,50.4930381648261,50.4771730753759,50.4628075771034,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Singapore,SGP,50.6094484242901,50.5981286104126,50.5902519831987,50.5852219606503,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Slovak Republic,SVK,51.3970769513327,51.3885080061901,51.3857772091346,51.3870287340029,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Slovenia,SVN,50.3886905017238,50.368070996121,50.344426719898,50.3188214441355,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Small states,SST,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Solomon Islands,SLB,49.1683064499656,49.1636999396089,49.162010259363,49.1639472088255,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Somalia,SOM,50.1799020227456,50.1858605981608,50.1870235045106,50.1852202170897,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,South Africa,ZAF,50.8976035365901,50.9079017896394,50.9218569691883,50.9379996217318,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,South Asia,SAS,48.4438739436284,48.4525467533901,48.4612968098666,48.4700409808516,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,South Sudan,SSD,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Spain,ESP,50.9281103231428,50.9592982606189,50.9651851635483,50.9540050976082,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Sri Lanka,LKA,51.8257085532325,51.8882692018378,51.9384991037223,51.9800561688745,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,St. Lucia,LCA,51.0109645781487,51.0305542915887,51.0464368587324,51.0600283861631,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,St. Martin (French part),MAF,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,St. Vincent and the Grenadines,VCT,49.5468664352275,49.5576593338441,49.5741195741196,49.5870843618411,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Sub-Saharan Africa,SSF,50.1419498058421,50.1310990834825,50.1211690318391,50.1120025062256,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Sub-Saharan Africa (excluding high income),SSA,50.1419217205099,50.1310519182674,50.1211148041679,50.1119497374967,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Sub-Saharan Africa (IDA & IBRD),TSS,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Sudan,SDN,50.0489070516586,50.0346321540715,50.0237631528138,50.0154740166965,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Suriname,SUR,49.7845279499064,49.8004871409127,49.8160267094074,49.8327500259541,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Sweden,SWE,50.0181900826768,49.9866684164264,49.9559011754473,49.926237412853,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Switzerland,CHE,50.5144130116996,50.4811977132367,50.4543006455289,50.432021157239,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Syrian Arab Republic,SYR,49.4196312716754,49.4337659524701,49.4738357398919,49.5330916376196,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Tajikistan,TJK,49.7306766160017,49.7550014877015,49.77642940082,49.7957058423265,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Tanzania,TZA,50.5811039063491,50.5639753837328,50.5462204023813,50.5282291858531,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Thailand,THA,51.1700839847386,51.2038500385088,51.2368017023559,51.2690737307156,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Timor-Leste,TLS,49.2172340658703,49.218116337857,49.2182009635078,49.2186703461776,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Togo,TGO,50.1710304947979,50.1612135829855,50.1512113321679,50.1412351960211,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Tonga,TON,49.8589801444043,49.8468978136261,49.8342868781129,49.8220509998165,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Trinidad and Tobago,TTO,50.6587799336809,50.6963914825655,50.7371517930117,50.7800570016436,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Tunisia,TUN,50.5896088236111,50.5985969437307,50.5978429302628,50.590723614664,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Turkey,TUR,50.8082733843971,50.7824965622354,50.7497372314824,50.7165239939721,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Turkmenistan,TKM,50.7649302038586,50.7610892775718,50.7598117494557,50.7608184074339,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Tuvalu,TUV,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Uganda,UGA,50.274873248428,50.2659337216531,50.2581168283895,50.2509986036998,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Ukraine,UKR,53.7885705479685,53.7759988348875,53.7670729202272,53.7610251635732,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,United Arab Emirates,ARE,26.8680443935346,27.2389776916181,27.5963894193178,27.9372395356256,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,United Kingdom,GBR,50.7141036397797,50.6856804604823,50.6587663221005,50.6331535535993,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,United States,USA,50.5300323292815,50.5166188281844,50.5044272586923,50.4932169476043,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Upper middle income,UMC,49.5504725028151,49.5501517539666,49.5506145340602,49.5530061702449,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Uruguay,URY,51.7303379954569,51.7122762638458,51.6919539578152,51.6697981957896,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Uzbekistan,UZB,50.1755245033601,50.1620658312682,50.1508321315137,50.1417642252252,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Vanuatu,VUT,49.3554494846997,49.3781549897376,49.4001723101873,49.4216856366066,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,"Venezuela, RB",VEN,50.2129472465116,50.2373766649794,50.2611230729823,50.2842496097198,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Vietnam,VNM,50.535655760993,50.5241280483832,50.5149176943803,50.5079834167576,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Virgin Islands (U.S.),VIR,52.2981662300548,52.3163152476455,52.3338290813408,52.3561257362893,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,West Bank and Gaza,PSE,49.2843484847575,49.2852513356594,49.2864968365408,49.2879474238673,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,World,WLD,49.5613293410983,49.5583576852381,49.5556406160262,49.5537465103731,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,"Yemen, Rep.",YEM,49.4708559004403,49.4757562197995,49.4824218909013,49.4902488600666,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Zambia,ZMB,50.3847656658807,50.3808393044557,50.3793056890647,50.3795234193055,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Zimbabwe,ZWE,51.3349971849061,51.3182649770528,51.2940793706047,51.2654772766201,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Afghanistan,AFG,27.8,27.7,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Albania,ALB,13.7,13.1,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Algeria,DZA,13.3,13.2,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,American Samoa,ASM,..,..,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Andorra,AND,..,..,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Angola,AGO,16.3,16,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Antigua and Barbuda,ATG,19.7,20,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Arab World,ARB,18.7300859080949,18.5097466360788,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Argentina,ARG,12.4,12.2,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Armenia,ARM,15.7,15,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Aruba,ABW,..,..,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Australia,AUS,7.3,7.2,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Austria,AUT,8.5,8.5,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Azerbaijan,AZE,16.4,16.1,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,"Bahamas, The",BHS,12.8,12.7,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Bahrain,BHR,12.2,11.9,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Bangladesh,BGD,20.7,20.4,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Barbados,BRB,13.1,12.9,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Belarus,BLR,14.4,13.8,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Belgium,BEL,8.8,8.6,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Belize,BLZ,18.8,18.5,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Benin,BEN,19.4,19.3,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Bermuda,BMU,..,..,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Bhutan,BTN,25.4,24.9,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Bolivia,BOL,17,16.8,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Bosnia and Herzegovina,BIH,13.2,12.9,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Botswana,BWA,18.2,17.9,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Brazil,BRA,13.8,13.5,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,British Virgin Islands,VGB,..,..,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Brunei Darussalam,BRN,15.3,14.8,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Bulgaria,BGR,15.7,15.5,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Burkina Faso,BFA,21.4,21.2,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Burundi,BDI,22.7,22.7,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Cabo Verde,CPV,16.1,15.9,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Cambodia,KHM,19.4,19.1,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Cameroon,CMR,21,20.9,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Canada,CAN,8.3,8.1,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Caribbean small states,CSS,16.8030617610524,16.6398666790901,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Cayman Islands,CYM,..,..,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Central African Republic,CAF,23.1,22.4,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Central Europe and the Baltics,CEB,13.1283949203092,12.7768170133313,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Chad,TCD,23.8,23.7,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Channel Islands,CHI,..,..,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Chile,CHL,10.2,10.1,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,China,CHN,14.4,14.1,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Colombia,COL,13.7,13.5,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Comoros,COM,21.3,21.2,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,"Congo, Dem. Rep.",COD,19.2,19.2,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,"Congo, Rep.",COG,17.8,17.4,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Costa Rica,CRI,9.5,9.4,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Cote d'Ivoire,CIV,30.3,30.1,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Croatia,HRV,11.1,10.7,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,Cuba,CUB,14,13.8,..,..,..
